Source;LoadingType;ProblemInstance;ExecutionTime;ProblamGroup
SUERIE;DISK;SUERIE_0012;12,32253504;SUERIE_1
SUERIE;DISK;SUERIE_0013;11,44368958;SUERIE_1
SUERIE;DISK;SUERIE_0014;11,57457089;SUERIE_1
SUERIE;DISK;SUERIE_0015;11,41509557;SUERIE_1
SUERIE;DISK;SUERIE_0016;11,52829599;SUERIE_1
SUERIE;DISK;SUERIE_0017;11,60268617;SUERIE_1
SUERIE;DISK;SUERIE_0018;11,58387542;SUERIE_1
SUERIE;DISK;SUERIE_0019;11,45411444;SUERIE_1
SUERIE;DISK;SUERIE_0020;11,50617242;SUERIE_1
SUERIE;DISK;SUERIE_0021;11,50578141;SUERIE_1
SUERIE;DISK;SUERIE_0022;11,43093514;SUERIE_1
SUERIE;DISK;SUERIE_0023;11,34766436;SUERIE_1
SUERIE;DISK;SUERIE_0024;11,4869504;SUERIE_1
SUERIE;DISK;SUERIE_0025;11,44150281;SUERIE_1
SUERIE;DISK;SUERIE_0026;11,97623682;SUERIE_1
SUERIE;DISK;SUERIE_0027;11,70540118;SUERIE_1
SUERIE;DISK;SUERIE_0028;11,49154973;SUERIE_1
SUERIE;DISK;SUERIE_0029;11,37585402;SUERIE_1
SUERIE;DISK;SUERIE_0030;11,39590931;SUERIE_1
SUERIE;DISK;SUERIE_0031;11,34254146;SUERIE_1
SUERIE;DISK;SUERIE_0032;11,4198184;SUERIE_1
SUERIE;DISK;SUERIE_0033;11,38188338;SUERIE_1
SUERIE;DISK;SUERIE_0034;11,49774337;SUERIE_1
SUERIE;DISK;SUERIE_0035;11,40673637;SUERIE_1
SUERIE;DISK;SUERIE_0036;11,43363333;SUERIE_1
SUERIE;DISK;SUERIE_0037;11,34503627;SUERIE_1
SUERIE;DISK;SUERIE_0038;11,52629423;SUERIE_1
SUERIE;DISK;SUERIE_0039;11,44825959;SUERIE_1
SUERIE;DISK;SUERIE_0040;11,47165465;SUERIE_1
SUERIE;DISK;SUERIE_0041;11,4463625;SUERIE_1
SUERIE;DISK;SUERIE_0042;11,54708362;SUERIE_1
SUERIE;DISK;SUERIE_0043;11,38110876;SUERIE_1
SUERIE;DISK;SUERIE_0044;13,06952834;SUERIE_1
SUERIE;DISK;SUERIE_0045;11,4070971;SUERIE_1
SUERIE;DISK;SUERIE_0046;11,50412107;SUERIE_1
SUERIE;DISK;SUERIE_0047;11,38757515;SUERIE_1
SUERIE;DISK;SUERIE_0048;11,51292944;SUERIE_1
SUERIE;DISK;SUERIE_0049;11,46543431;SUERIE_1
SUERIE;DISK;SUERIE_0050;11,58869743;SUERIE_1
SUERIE;DISK;SUERIE_0051;13,65219641;SUERIE_1
SUERIE;DISK;SUERIE_0052;11,61552334;SUERIE_1
SUERIE;DISK;SUERIE_0053;11,78109002;SUERIE_1
SUERIE;DISK;SUERIE_0054;11,53871083;SUERIE_1
SUERIE;DISK;SUERIE_0055;11,85445309;SUERIE_1
SUERIE;DISK;SUERIE_0056;11,58853579;SUERIE_1
SUERIE;DISK;SUERIE_0057;11,40657544;SUERIE_1
SUERIE;DISK;SUERIE_0058;11,52414203;SUERIE_1
SUERIE;DISK;SUERIE_0059;11,40737534;SUERIE_1
SUERIE;DISK;SUERIE_0060;11,62341189;SUERIE_1
SIMONS;DB;MODEL001;17,07789254;MODEL001
SIMONS;DB;MODEL002;17,04837394;MODEL002
SIMONS;DB;MODEL003;19,55600166;MODEL003
SIMONS;DB;MODEL004;20,5451889;MODEL004
SIMONS;DB;SET1;18,70662093;SET1
SIMONS;DB;SET2;18,90986347;SET2
SIMONS;DB;SET3;23,79839993;SET3
SIMONS;DB;SET4;25,89117384;SET4
SIMONS;DB;SET5;27,70035195;SET5
AKARTUNALI;DB;AKARTUNALI_SET1;16,80287004;AKARTUNALI_SET1
AKARTUNALI;DB;AKARTUNALI_SET2;16,87162423;AKARTUNALI_SET2
AKARTUNALI;DB;AKARTUNALI_SET3;16,62650371;AKARTUNALI_SET3
AKARTUNALI;DB;AKARTUNALI_SET4;17,16399646;AKARTUNALI_SET4
SUERIE;DB;SUERIE_0001;12,23193312;SUERIE_1
SUERIE;DB;SUERIE_0002;12,51577282;SUERIE_1
SUERIE;DB;SUERIE_0003;12,70479751;SUERIE_1
SUERIE;DB;SUERIE_0004;12,67861867;SUERIE_1
SUERIE;DB;SUERIE_0005;12,77681589;SUERIE_1
SUERIE;DB;SUERIE_0006;12,44595504;SUERIE_1
SUERIE;DB;SUERIE_0007;12,44260502;SUERIE_1
SUERIE;DB;SUERIE_0008;13,18765259;SUERIE_1
SUERIE;DB;SUERIE_0009;13,67653108;SUERIE_1
SUERIE;DB;SUERIE_0010;13,04104686;SUERIE_1
SUERIE;DB;SUERIE_0011;13,18173146;SUERIE_1
SUERIE;DB;SUERIE_0012;13,0731039;SUERIE_1
SUERIE;DB;SUERIE_0013;12,69346118;SUERIE_1
SUERIE;DB;SUERIE_0014;12,6540544;SUERIE_1
SUERIE;DB;SUERIE_0015;12,68482256;SUERIE_1
SUERIE;DB;SUERIE_0016;12,80257559;SUERIE_1
SUERIE;DB;SUERIE_0017;12,93678403;SUERIE_1
SUERIE;DB;SUERIE_0018;12,49357033;SUERIE_1
SUERIE;DB;SUERIE_0019;14,50867391;SUERIE_1
SUERIE;DB;SUERIE_0020;15,19381571;SUERIE_1
SUERIE;DB;SUERIE_0021;13,63305235;SUERIE_1
SUERIE;DB;SUERIE_0022;13,63868165;SUERIE_1
SUERIE;DB;SUERIE_0023;13,10502744;SUERIE_1
SUERIE;DB;SUERIE_0024;12,89841914;SUERIE_1
SUERIE;DB;SUERIE_0025;12,92461753;SUERIE_1
SUERIE;DB;SUERIE_0026;12,97852993;SUERIE_1
SUERIE;DB;SUERIE_0027;13,03140807;SUERIE_1
SUERIE;DB;SUERIE_0028;12,58096218;SUERIE_1
SUERIE;DB;SUERIE_0029;12,55285573;SUERIE_1
SUERIE;DB;SUERIE_0030;13,08624434;SUERIE_1
SUERIE;DB;SUERIE_0031;12,55588007;SUERIE_1
SUERIE;DB;SUERIE_0032;12,85964084;SUERIE_1
SUERIE;DB;SUERIE_0033;12,45933795;SUERIE_1
SUERIE;DB;SUERIE_0034;12,52868605;SUERIE_1
SUERIE;DB;SUERIE_0035;12,73462629;SUERIE_1
SUERIE;DB;SUERIE_0036;12,97720504;SUERIE_1
SUERIE;DB;SUERIE_0037;12,46131206;SUERIE_1
SUERIE;DB;SUERIE_0038;13,46462011;SUERIE_1
SUERIE;DB;SUERIE_0039;13,10291934;SUERIE_1
SUERIE;DB;SUERIE_0040;12,79825854;SUERIE_1
SUERIE;DB;SUERIE_0041;12,47671485;SUERIE_1
SUERIE;DB;SUERIE_0042;12,64821315;SUERIE_1
SUERIE;DB;SUERIE_0043;12,7837646;SUERIE_1
SUERIE;DB;SUERIE_0044;13,17853522;SUERIE_1
SUERIE;DB;SUERIE_0045;12,52254581;SUERIE_1
SUERIE;DB;SUERIE_0046;12,56039929;SUERIE_1
SUERIE;DB;SUERIE_0047;12,35748172;SUERIE_1
SUERIE;DB;SUERIE_0048;12,71676612;SUERIE_1
SUERIE;DB;SUERIE_0049;13,33898568;SUERIE_1
SUERIE;DB;SUERIE_0050;12,59356713;SUERIE_1
SUERIE;DB;SUERIE_0051;12,59382391;SUERIE_1
SUERIE;DB;SUERIE_0052;12,56971931;SUERIE_1
SUERIE;DB;SUERIE_0053;12,94375634;SUERIE_1
SUERIE;DB;SUERIE_0054;12,72928214;SUERIE_1
SUERIE;DB;SUERIE_0055;12,62654757;SUERIE_1
SUERIE;DB;SUERIE_0056;12,51185727;SUERIE_1
SUERIE;DB;SUERIE_0057;12,45221925;SUERIE_1
SUERIE;DB;SUERIE_0058;13,06827354;SUERIE_1
SUERIE;DB;SUERIE_0059;12,46704602;SUERIE_1
SUERIE;DB;SUERIE_0060;12,82868099;SUERIE_1
TEMPELMEIER;DB;TM_111AA_1;12,40371513;TM_1
TEMPELMEIER;DB;TM_112AA_1;12,65707088;TM_1
TEMPELMEIER;DB;TM_113AA_1;13,05025244;TM_1
TEMPELMEIER;DB;TM_114AA_1;12,78397155;TM_1
TEMPELMEIER;DB;TM_121AA_1;14,39294147;TM_1
TEMPELMEIER;DB;TM_122AA_1;14,94611883;TM_1
TEMPELMEIER;DB;TM_123AA_1;13,42935443;TM_1
TEMPELMEIER;DB;TM_124AA_1;12,73341513;TM_1
TEMPELMEIER;DB;TM_131AA_1;12,69225478;TM_1
TEMPELMEIER;DB;TM_132AA_1;12,27941203;TM_1
TEMPELMEIER;DB;TM_133AA_1;12,3580842;TM_1
TEMPELMEIER;DB;TM_134AA_1;12,75471902;TM_1
TEMPELMEIER;DB;TM_111AA_2;12,42213941;TM_1
TEMPELMEIER;DB;TM_112AA_2;15,77751136;TM_1
TEMPELMEIER;DB;TM_113AA_2;12,85524654;TM_1
TEMPELMEIER;DB;TM_114AA_2;13,38524437;TM_1
TEMPELMEIER;DB;TM_121AA_2;14,42839456;TM_1
TEMPELMEIER;DB;TM_122AA_2;14,31507277;TM_1
TEMPELMEIER;DB;TM_123AA_2;13,83494854;TM_1
TEMPELMEIER;DB;TM_124AA_2;13,12033367;TM_1
TEMPELMEIER;DB;TM_131AA_2;12,38384461;TM_1
TEMPELMEIER;DB;TM_132AA_2;12,62429547;TM_1
TEMPELMEIER;DB;TM_133AA_2;13,00861001;TM_1
TEMPELMEIER;DB;TM_134AA_2;12,47786427;TM_1
TEMPELMEIER;DB;TM_111AC_1;13,18266058;TM_1
TEMPELMEIER;DB;TM_112AC_1;13,92439532;TM_1
TEMPELMEIER;DB;TM_113AC_1;12,64433718;TM_1
TEMPELMEIER;DB;TM_114AC_1;13,17830992;TM_1
TEMPELMEIER;DB;TM_121AC_1;13,20953822;TM_1
TEMPELMEIER;DB;TM_122AC_1;13,04575086;TM_1
TEMPELMEIER;DB;TM_123AC_1;13,16926289;TM_1
TEMPELMEIER;DB;TM_124AC_1;12,20548797;TM_1
TEMPELMEIER;DB;TM_131AC_1;12,75758147;TM_1
TEMPELMEIER;DB;TM_132AC_1;12,58373046;TM_1
TEMPELMEIER;DB;TM_133AC_1;12,35563183;TM_1
TEMPELMEIER;DB;TM_134AC_1;13,52476263;TM_1
TEMPELMEIER;DB;TM_111AC_2;12,50153804;TM_1
TEMPELMEIER;DB;TM_112AC_2;12,75240397;TM_1
TEMPELMEIER;DB;TM_113AC_2;12,84439659;TM_1
TEMPELMEIER;DB;TM_114AC_2;12,61185575;TM_1
TEMPELMEIER;DB;TM_121AC_2;13,04646611;TM_1
TEMPELMEIER;DB;TM_122AC_2;12,73587465;TM_1
TEMPELMEIER;DB;TM_123AC_2;13,10744715;TM_1
TEMPELMEIER;DB;TM_124AC_2;12,87771153;TM_1
TEMPELMEIER;DB;TM_131AC_2;12,76780105;TM_1
TEMPELMEIER;DB;TM_132AC_2;13,10284996;TM_1
TEMPELMEIER;DB;TM_133AC_2;13,80032015;TM_1
TEMPELMEIER;DB;TM_134AC_2;14,04301596;TM_1
TEMPELMEIER;DB;TM_111GA_1;12,89197302;TM_1
TEMPELMEIER;DB;TM_112GA_1;14,15678668;TM_1
TEMPELMEIER;DB;TM_113GA_1;14,31680727;TM_1
TEMPELMEIER;DB;TM_114GA_1;13,09036756;TM_1
TEMPELMEIER;DB;TM_121GA_1;12,79838037;TM_1
TEMPELMEIER;DB;TM_122GA_1;13,06847596;TM_1
TEMPELMEIER;DB;TM_123GA_1;12,56969285;TM_1
TEMPELMEIER;DB;TM_124GA_1;12,94672418;TM_1
TEMPELMEIER;DB;TM_131GA_1;12,96747541;TM_1
TEMPELMEIER;DB;TM_132GA_1;12,85502839;TM_1
TEMPELMEIER;DB;TM_133GA_1;12,65583181;TM_1
TEMPELMEIER;DB;TM_134GA_1;12,78252292;TM_1
TEMPELMEIER;DB;TM_111GA_2;13,01742768;TM_1
TEMPELMEIER;DB;TM_112GA_2;12,65309119;TM_1
TEMPELMEIER;DB;TM_113GA_2;13,01355863;TM_1
TEMPELMEIER;DB;TM_114GA_2;12,73880005;TM_1
TEMPELMEIER;DB;TM_121GA_2;12,73005819;TM_1
TEMPELMEIER;DB;TM_122GA_2;13,89866042;TM_1
TEMPELMEIER;DB;TM_123GA_2;12,80064511;TM_1
TEMPELMEIER;DB;TM_124GA_2;12,49190879;TM_1
TEMPELMEIER;DB;TM_131GA_2;12,89815259;TM_1
TEMPELMEIER;DB;TM_132GA_2;12,40090108;TM_1
TEMPELMEIER;DB;TM_133GA_2;13,04503012;TM_1
TEMPELMEIER;DB;TM_134GA_2;12,70283222;TM_1
TEMPELMEIER;DB;TM_111GC_1;12,81841493;TM_1
TEMPELMEIER;DB;TM_112GC_1;12,47302127;TM_1
TEMPELMEIER;DB;TM_113GC_1;12,98975945;TM_1
TEMPELMEIER;DB;TM_114GC_1;12,80495286;TM_1
TEMPELMEIER;DB;TM_121GC_1;13,00684786;TM_1
TEMPELMEIER;DB;TM_122GC_1;12,91775465;TM_1
TEMPELMEIER;DB;TM_123GC_1;12,82326555;TM_1
TEMPELMEIER;DB;TM_124GC_1;13,10672569;TM_1
TEMPELMEIER;DB;TM_131GC_1;13,10447168;TM_1
TEMPELMEIER;DB;TM_132GC_1;12,56264305;TM_1
TEMPELMEIER;DB;TM_133GC_1;12,47451353;TM_1
TEMPELMEIER;DB;TM_134GC_1;12,74998522;TM_1
TEMPELMEIER;DB;TM_111GC_2;12,50661969;TM_1
TEMPELMEIER;DB;TM_112GC_2;12,56934667;TM_1
TEMPELMEIER;DB;TM_113GC_2;12,74211287;TM_1
TEMPELMEIER;DB;TM_114GC_2;12,89856482;TM_1
TEMPELMEIER;DB;TM_121GC_2;14,62983251;TM_1
TEMPELMEIER;DB;TM_122GC_2;14,25533032;TM_1
TEMPELMEIER;DB;TM_123GC_2;14,4410727;TM_1
TEMPELMEIER;DB;TM_124GC_2;14,34163308;TM_1
TEMPELMEIER;DB;TM_131GC_2;14,71679473;TM_1
TEMPELMEIER;DB;TM_132GC_2;15,75097442;TM_1
TEMPELMEIER;DB;TM_133GC_2;16,83401346;TM_1
TEMPELMEIER;DB;TM_134GC_2;16,89365244;TM_1
TEMPELMEIER;DB;TM_211AA_1;13,96680355;TM_2
TEMPELMEIER;DB;TM_212AA_1;15,63061285;TM_2
TEMPELMEIER;DB;TM_213AA_1;12,73516321;TM_2
TEMPELMEIER;DB;TM_214AA_1;13,27074122;TM_2
TEMPELMEIER;DB;TM_221AA_1;13,39426422;TM_2
TEMPELMEIER;DB;TM_222AA_1;12,62976313;TM_2
TEMPELMEIER;DB;TM_223AA_1;15,9219346;TM_2
TEMPELMEIER;DB;TM_224AA_1;13,09349608;TM_2
TEMPELMEIER;DB;TM_231AA_1;13,26849174;TM_2
TEMPELMEIER;DB;TM_232AA_1;12,77844238;TM_2
TEMPELMEIER;DB;TM_233AA_1;13,97850823;TM_2
TEMPELMEIER;DB;TM_234AA_1;13,15417147;TM_2
TEMPELMEIER;DB;TM_211AA_2;13,62022352;TM_2
TEMPELMEIER;DB;TM_212AA_2;12,8570776;TM_2
TEMPELMEIER;DB;TM_213AA_2;12,79216909;TM_2
TEMPELMEIER;DB;TM_214AA_2;12,56187844;TM_2
TEMPELMEIER;DB;TM_221AA_2;12,79922247;TM_2
TEMPELMEIER;DB;TM_222AA_2;12,68230224;TM_2
TEMPELMEIER;DB;TM_223AA_2;12,99846673;TM_2
TEMPELMEIER;DB;TM_224AA_2;13,15300918;TM_2
TEMPELMEIER;DB;TM_231AA_2;12,54319715;TM_2
TEMPELMEIER;DB;TM_232AA_2;12,83129883;TM_2
TEMPELMEIER;DB;TM_233AA_2;13,88899255;TM_2
TEMPELMEIER;DB;TM_234AA_2;12,57138944;TM_2
TEMPELMEIER;DB;TM_211AC_1;12,78982067;TM_2
TEMPELMEIER;DB;TM_212AC_1;12,31226277;TM_2
TEMPELMEIER;DB;TM_213AC_1;12,88792253;TM_2
TEMPELMEIER;DB;TM_214AC_1;13,52421641;TM_2
TEMPELMEIER;DB;TM_221AC_1;12,80010462;TM_2
TEMPELMEIER;DB;TM_222AC_1;12,73118639;TM_2
TEMPELMEIER;DB;TM_223AC_1;12,72996974;TM_2
TEMPELMEIER;DB;TM_224AC_1;13,06242967;TM_2
TEMPELMEIER;DB;TM_231AC_1;13,00504684;TM_2
TEMPELMEIER;DB;TM_232AC_1;12,69494033;TM_2
TEMPELMEIER;DB;TM_233AC_1;13,04545331;TM_2
TEMPELMEIER;DB;TM_234AC_1;12,6510725;TM_2
TEMPELMEIER;DB;TM_211AC_2;13,05772853;TM_2
TEMPELMEIER;DB;TM_212AC_2;12,76713467;TM_2
TEMPELMEIER;DB;TM_213AC_2;12,4648385;TM_2
TEMPELMEIER;DB;TM_214AC_2;12,77832174;TM_2
TEMPELMEIER;DB;TM_221AC_2;12,69847822;TM_2
TEMPELMEIER;DB;TM_222AC_2;12,86893797;TM_2
TEMPELMEIER;DB;TM_223AC_2;12,42820191;TM_2
TEMPELMEIER;DB;TM_224AC_2;13,88768339;TM_2
TEMPELMEIER;DB;TM_231AC_2;13,62713242;TM_2
TEMPELMEIER;DB;TM_232AC_2;13,06033158;TM_2
TEMPELMEIER;DB;TM_233AC_2;12,53141212;TM_2
TEMPELMEIER;DB;TM_234AC_2;14,03808331;TM_2
TEMPELMEIER;DB;TM_211GA_1;13,00498796;TM_2
TEMPELMEIER;DB;TM_212GA_1;13,30039263;TM_2
TEMPELMEIER;DB;TM_213GA_1;12,75986171;TM_2
TEMPELMEIER;DB;TM_214GA_1;12,41718769;TM_2
TEMPELMEIER;DB;TM_221GA_1;12,65845895;TM_2
TEMPELMEIER;DB;TM_222GA_1;12,76551199;TM_2
TEMPELMEIER;DB;TM_223GA_1;13,26756406;TM_2
TEMPELMEIER;DB;TM_224GA_1;12,56956816;TM_2
TEMPELMEIER;DB;TM_231GA_1;12,69673538;TM_2
TEMPELMEIER;DB;TM_232GA_1;12,93677998;TM_2
TEMPELMEIER;DB;TM_233GA_1;12,69401598;TM_2
TEMPELMEIER;DB;TM_234GA_1;12,80128002;TM_2
TEMPELMEIER;DB;TM_211GA_2;12,88463521;TM_2
TEMPELMEIER;DB;TM_212GA_2;12,95565557;TM_2
TEMPELMEIER;DB;TM_213GA_2;12,51976347;TM_2
TEMPELMEIER;DB;TM_214GA_2;12,98618889;TM_2
TEMPELMEIER;DB;TM_221GA_2;12,64018917;TM_2
TEMPELMEIER;DB;TM_222GA_2;12,71497703;TM_2
TEMPELMEIER;DB;TM_223GA_2;12,73963857;TM_2
TEMPELMEIER;DB;TM_224GA_2;12,66354656;TM_2
TEMPELMEIER;DB;TM_231GA_2;13,35252595;TM_2
TEMPELMEIER;DB;TM_232GA_2;12,76088953;TM_2
TEMPELMEIER;DB;TM_233GA_2;12,75984645;TM_2
TEMPELMEIER;DB;TM_234GA_2;12,46955252;TM_2
TEMPELMEIER;DB;TM_211GC_1;12,62527514;TM_2
TEMPELMEIER;DB;TM_212GC_1;13,18355918;TM_2
TEMPELMEIER;DB;TM_213GC_1;12,65664315;TM_2
TEMPELMEIER;DB;TM_214GC_1;12,76628852;TM_2
TEMPELMEIER;DB;TM_221GC_1;13,60797143;TM_2
TEMPELMEIER;DB;TM_222GC_1;14,82911921;TM_2
TEMPELMEIER;DB;TM_223GC_1;14,31524253;TM_2
TEMPELMEIER;DB;TM_224GC_1;13,06363845;TM_2
TEMPELMEIER;DB;TM_231GC_1;13,12702584;TM_2
TEMPELMEIER;DB;TM_232GC_1;13,21508622;TM_2
TEMPELMEIER;DB;TM_233GC_1;13,57398629;TM_2
TEMPELMEIER;DB;TM_234GC_1;12,90905905;TM_2
TEMPELMEIER;DB;TM_211GC_2;12,56194425;TM_2
TEMPELMEIER;DB;TM_212GC_2;12,76924491;TM_2
TEMPELMEIER;DB;TM_213GC_2;13,15595841;TM_2
TEMPELMEIER;DB;TM_214GC_2;12,64081311;TM_2
TEMPELMEIER;DB;TM_221GC_2;13,7706778;TM_2
TEMPELMEIER;DB;TM_222GC_2;14,67229056;TM_2
TEMPELMEIER;DB;TM_223GC_2;13,57394767;TM_2
TEMPELMEIER;DB;TM_224GC_2;12,96674967;TM_2
TEMPELMEIER;DB;TM_231GC_2;12,55630565;TM_2
TEMPELMEIER;DB;TM_232GC_2;12,49612498;TM_2
TEMPELMEIER;DB;TM_233GC_2;12,74671865;TM_2
TEMPELMEIER;DB;TM_234GC_2;13,10927653;TM_2
TEMPELMEIER;DB;TM_311AA_1;16,50748873;TM_3
TEMPELMEIER;DB;TM_312AA_1;16,61271477;TM_3
TEMPELMEIER;DB;TM_321AA_1;12,79553151;TM_3
TEMPELMEIER;DB;TM_322AA_1;13,09929967;TM_3
TEMPELMEIER;DB;TM_331AA_1;12,72529531;TM_3
TEMPELMEIER;DB;TM_332AA_1;12,75684595;TM_3
TEMPELMEIER;DB;TM_311AA_2;15,88445449;TM_3
TEMPELMEIER;DB;TM_312AA_2;16,2283442;TM_3
TEMPELMEIER;DB;TM_321AA_2;12,67660046;TM_3
TEMPELMEIER;DB;TM_322AA_2;12,56263876;TM_3
TEMPELMEIER;DB;TM_331AA_2;12,88229728;TM_3
TEMPELMEIER;DB;TM_332AA_2;12,55945849;TM_3
TEMPELMEIER;DB;TM_311AC_1;16,38876486;TM_3
TEMPELMEIER;DB;TM_312AC_1;15,97154045;TM_3
TEMPELMEIER;DB;TM_321AC_1;12,7782011;TM_3
TEMPELMEIER;DB;TM_322AC_1;12,6660006;TM_3
TEMPELMEIER;DB;TM_331AC_1;13,1361506;TM_3
TEMPELMEIER;DB;TM_332AC_1;12,65883541;TM_3
TEMPELMEIER;DB;TM_311AC_2;15,77733159;TM_3
TEMPELMEIER;DB;TM_312AC_2;16,30512619;TM_3
TEMPELMEIER;DB;TM_321AC_2;13,18056273;TM_3
TEMPELMEIER;DB;TM_322AC_2;12,87376809;TM_3
TEMPELMEIER;DB;TM_331AC_2;12,63400626;TM_3
TEMPELMEIER;DB;TM_332AC_2;12,61016893;TM_3
TEMPELMEIER;DB;TM_311GA_1;16,29892206;TM_3
TEMPELMEIER;DB;TM_312GA_1;15,95668507;TM_3
TEMPELMEIER;DB;TM_321GA_1;15,97452331;TM_3
TEMPELMEIER;DB;TM_322GA_1;16,21014285;TM_3
TEMPELMEIER;DB;TM_331GA_1;13,07946229;TM_3
TEMPELMEIER;DB;TM_332GA_1;12,83519077;TM_3
TEMPELMEIER;DB;TM_311GA_2;15,62493348;TM_3
TEMPELMEIER;DB;TM_312GA_2;17,24621701;TM_3
TEMPELMEIER;DB;TM_321GA_2;18,83293033;TM_3
TEMPELMEIER;DB;TM_322GA_2;19,98039055;TM_3
TEMPELMEIER;DB;TM_331GA_2;18,66768527;TM_3
TEMPELMEIER;DB;TM_332GA_2;17,3722136;TM_3
TEMPELMEIER;DB;TM_311GC_1;18,86131835;TM_3
TEMPELMEIER;DB;TM_312GC_1;18,3866818;TM_3
TEMPELMEIER;DB;TM_321GC_1;18,61063695;TM_3
TEMPELMEIER;DB;TM_322GC_1;14,88382673;TM_3
TEMPELMEIER;DB;TM_331GC_1;15,84677219;TM_3
TEMPELMEIER;DB;TM_332GC_1;14,14851117;TM_3
TEMPELMEIER;DB;TM_311GC_2;17,77029443;TM_3
TEMPELMEIER;DB;TM_312GC_2;16,09085369;TM_3
TEMPELMEIER;DB;TM_321GC_2;16,45308042;TM_3
TEMPELMEIER;DB;TM_322GC_2;12,82860231;TM_3
TEMPELMEIER;DB;TM_331GC_2;13,57233691;TM_3
TEMPELMEIER;DB;TM_332GC_2;13,79462743;TM_3
TEMPELMEIER;DB;TM_411AA_1;17,36221719;TM_4
TEMPELMEIER;DB;TM_412AA_1;16,55572844;TM_4
TEMPELMEIER;DB;TM_421AA_1;16,36201572;TM_4
TEMPELMEIER;DB;TM_422AA_1;16,27575803;TM_4
TEMPELMEIER;DB;TM_431AA_1;16,17683458;TM_4
TEMPELMEIER;DB;TM_432AA_1;16,38095236;TM_4
TEMPELMEIER;DB;TM_411AA_2;16,51240873;TM_4
TEMPELMEIER;DB;TM_412AA_2;16,39357543;TM_4
TEMPELMEIER;DB;TM_421AA_2;16,22472572;TM_4
TEMPELMEIER;DB;TM_422AA_2;16,57590699;TM_4
TEMPELMEIER;DB;TM_431AA_2;16,05834508;TM_4
TEMPELMEIER;DB;TM_432AA_2;16,06150031;TM_4
TEMPELMEIER;DB;TM_411AC_1;16,0347414;TM_4
TEMPELMEIER;DB;TM_412AC_1;16,43617773;TM_4
TEMPELMEIER;DB;TM_421AC_1;16,07446051;TM_4
TEMPELMEIER;DB;TM_422AC_1;16,05604672;TM_4
TEMPELMEIER;DB;TM_431AC_1;16,24207139;TM_4
TEMPELMEIER;DB;TM_432AC_1;16,408283;TM_4
TEMPELMEIER;DB;TM_411AC_2;15,94110298;TM_4
TEMPELMEIER;DB;TM_412AC_2;16,05105162;TM_4
TEMPELMEIER;DB;TM_421AC_2;16,40676284;TM_4
TEMPELMEIER;DB;TM_422AC_2;15,99397731;TM_4
TEMPELMEIER;DB;TM_431AC_2;17,61505055;TM_4
TEMPELMEIER;DB;TM_432AC_2;16,89673424;TM_4
TEMPELMEIER;DB;TM_411GA_1;16,42168283;TM_4
TEMPELMEIER;DB;TM_412GA_1;16,24412704;TM_4
TEMPELMEIER;DB;TM_421GA_1;16,11098552;TM_4
TEMPELMEIER;DB;TM_422GA_1;16,69248152;TM_4
TEMPELMEIER;DB;TM_431GA_1;16,54808903;TM_4
TEMPELMEIER;DB;TM_432GA_1;16,6806035;TM_4
TEMPELMEIER;DB;TM_411GA_2;16,1516571;TM_4
TEMPELMEIER;DB;TM_412GA_2;16,60313058;TM_4
TEMPELMEIER;DB;TM_421GA_2;16,44292021;TM_4
TEMPELMEIER;DB;TM_422GA_2;16,07816005;TM_4
TEMPELMEIER;DB;TM_431GA_2;15,87761164;TM_4
TEMPELMEIER;DB;TM_432GA_2;16,68943715;TM_4
TEMPELMEIER;DB;TM_411GC_1;16,01195788;TM_4
TEMPELMEIER;DB;TM_412GC_1;16,26174235;TM_4
TEMPELMEIER;DB;TM_421GC_1;16,60901976;TM_4
TEMPELMEIER;DB;TM_422GC_1;16,21603084;TM_4
TEMPELMEIER;DB;TM_431GC_1;15,87568331;TM_4
TEMPELMEIER;DB;TM_432GC_1;15,99844742;TM_4
TEMPELMEIER;DB;TM_411GC_2;16,80699229;TM_4
TEMPELMEIER;DB;TM_412GC_2;16,26545048;TM_4
TEMPELMEIER;DB;TM_421GC_2;16,2370224;TM_4
TEMPELMEIER;DB;TM_422GC_2;16,36275744;TM_4
TEMPELMEIER;DB;TM_431GC_2;17,24400187;TM_4
TEMPELMEIER;DB;TM_432GC_2;15,89729738;TM_4
TEMPELMEIER;DB;TM_511AA_1;16,74849606;TM_5
TEMPELMEIER;DB;TM_512AA_1;17,10561967;TM_5
TEMPELMEIER;DB;TM_521AA_1;16,39493608;TM_5
TEMPELMEIER;DB;TM_522AA_1;17,23493481;TM_5
TEMPELMEIER;DB;TM_531AA_1;16,8489542;TM_5
TEMPELMEIER;DB;TM_532AA_1;17,26447392;TM_5
TEMPELMEIER;DB;TM_511AA_2;16,27699971;TM_5
TEMPELMEIER;DB;TM_512AA_2;16,41560149;TM_5
TEMPELMEIER;DB;TM_521AA_2;17,16071963;TM_5
TEMPELMEIER;DB;TM_522AA_2;17,44894719;TM_5
TEMPELMEIER;DB;TM_531AA_2;19,54727292;TM_5
TEMPELMEIER;DB;TM_532AA_2;18,86002851;TM_5
TEMPELMEIER;DB;TM_511AC_1;17,01930714;TM_5
TEMPELMEIER;DB;TM_512AC_1;16,38248515;TM_5
TEMPELMEIER;DB;TM_521AC_1;16,55581331;TM_5
TEMPELMEIER;DB;TM_522AC_1;17,04111075;TM_5
